title,link,info
Reinforcement Learning with Unsupervised Auxiliary Tasks,['https://www.semanticscholar.org/paper/Reinforcement-Learning-with-Unsupervised-Auxiliary-Jaderberg-Mnih/d7bd6e3addd8bc8e2e154048300eea15f030ed33'],"[{'Citations': 790, 'Highly Influential Citations': '71', 'Background Citations': '482', 'Methods Citations': '200', 'Results Citations': '19'}]"
Improving Policy Gradient by Exploring Under-appreciated Rewards,['https://www.semanticscholar.org/paper/Improving-Policy-Gradient-by-Exploring-Rewards-Nachum-Norouzi/9caf76734a611286513b478ce10557bda477e8ce'],"[{'Citations': 28, 'Highly Influential Citations': '4', 'Background Citations': '17', 'Methods Citations': '10', 'Results Citations': '2'}]"
Mode Regularized Generative Adversarial Networks,['https://www.semanticscholar.org/paper/Mode-Regularized-Generative-Adversarial-Networks-Che-Li/f0fb306a3ea4e31f59b18ffeb497054ea934ba6a'],"[{'Citations': 357, 'Highly Influential Citations': '48', 'Background Citations': '200', 'Methods Citations': '108', 'Results Citations': '8'}]"
An Actor-Critic Algorithm for Sequence Prediction,['https://www.semanticscholar.org/paper/An-Actor-Critic-Algorithm-for-Sequence-Prediction-Bahdanau-Brakel/0d24a0695c9fc669e643bad51d4e14f056329dec'],"[{'Citations': 423, 'Highly Influential Citations': '61', 'Background Citations': '202', 'Methods Citations': '205', 'Results Citations': '14'}]"
End-to-end Optimized Image Compression,['https://www.semanticscholar.org/paper/End-to-end-Optimized-Image-Compression-Ball%C3%A9-Laparra/232148b97bd0543613ffd98fb4edcff79434ce1a'],"[{'Citations': 568, 'Highly Influential Citations': '142', 'Background Citations': '297', 'Methods Citations': '298', 'Results Citations': '31'}]"
"Snapshot Ensembles: Train 1, Get M for Free",['https://www.semanticscholar.org/paper/Snapshot-Ensembles%3A-Train-1%2C-get-M-for-free-Huang-Li/b134d0911e2e13ac169ffa5f478a39e6ef77869a'],"[{'Citations': 416, 'Highly Influential Citations': '55', 'Background Citations': '163', 'Methods Citations': '189', 'Results Citations': '7'}]"
Learning Features of Music From Scratch,['https://www.semanticscholar.org/paper/Learning-Features-of-Music-from-Scratch-Thickstun-Harchaoui/f6154535699c65633243c482d2b97d4b66036633'],"[{'Citations': 108, 'Highly Influential Citations': '20', 'Background Citations': '49', 'Methods Citations': '46', 'Results Citations': '1'}]"
DeepCoder: Learning to Write Programs,['https://www.semanticscholar.org/paper/DeepCoder%3A-Learning-to-Write-Programs-Balog-Gaunt/8a25c9403d8a0e2fb8ca362a1b26262afd57417f'],"[{'Citations': 330, 'Highly Influential Citations': '57', 'Background Citations': '188', 'Methods Citations': '137', 'Results Citations': '5'}]"
A Compare-Aggregate Model for Matching Text Sequences,['https://www.semanticscholar.org/paper/A-Compare-Aggregate-Model-for-Matching-Text-Wang-Jiang/3f567d3d4975359fadfa9d750e1e4c4722d666c8'],"[{'Citations': 213, 'Highly Influential Citations': '35', 'Background Citations': '89', 'Methods Citations': '94', 'Results Citations': '9'}]"
Automatic Rule Extraction from Long Short Term Memory Networks,['https://www.semanticscholar.org/paper/Automatic-Rule-Extraction-from-Long-Short-Term-Murdoch-Szlam/57b9ec1b2c4ff17baed4ecca932880fd13eb5d19'],"[{'Citations': 70, 'Highly Influential Citations': '5', 'Background Citations': '29', 'Methods Citations': '23'}]"
Capacity and Trainability in Recurrent Neural Networks,['https://www.semanticscholar.org/paper/Capacity-and-Trainability-in-Recurrent-Neural-Collins-Sohl-Dickstein/401d68e1a930b0f7e02030cab4c185fb1839cb11'],"[{'Citations': 141, 'Highly Influential Citations': '12', 'Background Citations': '82', 'Methods Citations': '36', 'Results Citations': '3'}]"
Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/Learning-to-Repeat%3A-Fine-Grained-Action-Repetition-Sharma-Srinivas/2ad53229b33ddfd3447045ea28c4a0687747b6b0'],"[{'Citations': 54, 'Highly Influential Citations': '9', 'Background Citations': '35', 'Methods Citations': '20', 'Results Citations': '5'}]"
Multi-view Recurrent Neural Acoustic Word Embeddings,['https://www.semanticscholar.org/paper/Multi-view-Recurrent-Neural-Acoustic-Word-He-Wang/1e018afcc15257db6ed2cfd3beebd11d11d0e93f'],"[{'Citations': 65, 'Highly Influential Citations': '8', 'Background Citations': '36', 'Methods Citations': '23', 'Results Citations': '4'}]"
Neuro-Symbolic Program Synthesis,['https://www.semanticscholar.org/paper/Neuro-Symbolic-Program-Synthesis-Parisotto-Mohamed/644ca74f80463415613847ab01cff067fb58f0ad'],"[{'Citations': 201, 'Highly Influential Citations': '19', 'Background Citations': '112', 'Methods Citations': '77', 'Results Citations': '3'}]"
Learning to Remember Rare Events,['https://www.semanticscholar.org/paper/Learning-to-Remember-Rare-Events-Kaiser-Nachum/6a0d253053ce8646e49904efe0e062bcc30d8257'],"[{'Citations': 236, 'Highly Influential Citations': '35', 'Background Citations': '129', 'Methods Citations': '69', 'Results Citations': '7'}]"
Discrete Variational Autoencoders,['https://www.semanticscholar.org/paper/DVAE%2B%2B%3A-Discrete-Variational-Autoencoders-with-Vahdat-Macready/5e92e2413393d3f90a80c6e79581217d86b7a47d'],"[{'Citations': 43, 'Background Citations': '21', 'Methods Citations': '12'}]"
Understanding Trainable Sparse Coding with Matrix Factorization,['https://www.semanticscholar.org/paper/Understanding-Trainable-Sparse-Coding-with-Matrix-Moreau-Bruna/9459d92b99220d2bfe8fc530410275d65b71dcd2'],"[{'Citations': 29, 'Highly Influential Citations': '6', 'Background Citations': '15', 'Methods Citations': '14', 'Results Citations': '4'}]"
"Learning to Query, Reason, and Answer Questions On Ambiguous Texts",['https://www.semanticscholar.org/paper/Learning-to-Query%2C-Reason%2C-and-Answer-Questions-On-Guo-Klinger/bf3db68c31e9850d6039bc2436314faef93973d3'],"[{'Citations': 15, 'Background Citations': '8', 'Methods Citations': '3'}]"
Variable Computation in Recurrent Neural Networks,['https://www.semanticscholar.org/paper/Variable-Computation-in-Recurrent-Neural-Networks-Jernite-Grave/6746a18b2820f757334f75bc95428b3ea58d6603'],"[{'Citations': 42, 'Highly Influential Citations': '6', 'Background Citations': '28', 'Methods Citations': '11', 'Results Citations': '1'}]"
Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks,['https://www.semanticscholar.org/paper/Learning-and-Policy-Search-in-Stochastic-Dynamical-Depeweg-Hern%C3%A1ndez-Lobato/2af9eaae9191ee522cb97dc57615a071e5403d26'],"[{'Citations': 117, 'Highly Influential Citations': '6', 'Background Citations': '58', 'Methods Citations': '47', 'Results Citations': '4'}]"
Reinforcement Learning through Asynchronous Advantage Actor-Critic on a GPU,['https://www.semanticscholar.org/paper/Reinforcement-Learning-through-Asynchronous-on-a-Babaeizadeh-Frosio/48830e2e4272fa88dc256f1ac9cf81be14112bdb'],"[{'Citations': 127, 'Highly Influential Citations': '21', 'Background Citations': '49', 'Methods Citations': '51', 'Results Citations': '1'}]"
Reasoning with Memory Augmented Neural Networks for Language Comprehension,['https://www.semanticscholar.org/paper/Reasoning-with-Memory-Augmented-Neural-Networks-for-Munkhdalai-Yu/19de981d8b950b85e8d6c74ba37bcdd73d1b2e36'],"[{'Citations': 27, 'Highly Influential Citations': '2', 'Background Citations': '11', 'Methods Citations': '3', 'Results Citations': '2'}]"
Learning a Natural Language Interface with Neural Programmer,['https://www.semanticscholar.org/paper/Learning-a-Natural-Language-Interface-with-Neural-Neelakantan-Le/ee313f7e989ae5178ef5a1450c9735a2a88a522c'],"[{'Citations': 118, 'Highly Influential Citations': '9', 'Background Citations': '73', 'Methods Citations': '41', 'Results Citations': '5'}]"
Loss-aware Binarization of Deep Networks,['https://www.semanticscholar.org/paper/Loss-aware-Binarization-of-Deep-Networks-Hou-Yao/43e2519d094bff2fc10c3b9ea944a2457e3884be'],"[{'Citations': 138, 'Highly Influential Citations': '14', 'Background Citations': '69', 'Methods Citations': '64', 'Results Citations': '9'}]"
Hyperband: Bandit-Based Configuration Evaluation for Hyperparameter Optimization,['https://www.semanticscholar.org/paper/Hyperband%3A-Bandit-Based-Configuration-Evaluation-Li-Jamieson/d49d9a3f098eba41b454ea26d4816f2a23f1e4d7'],"[{'Citations': 100, 'Highly Influential Citations': '21', 'Background Citations': '53', 'Methods Citations': '47', 'Results Citations': '2'}]"
Nonparametric Neural Networks,['https://www.semanticscholar.org/paper/Nonparametric-Neural-Networks-Philipp-Carbonell/46357ea4ad096e0674569efa29d3e34006786d04'],"[{'Citations': 13, 'Background Citations': '5', 'Methods Citations': '7'}]"
Improving Neural Language Models with a Continuous Cache,['https://www.semanticscholar.org/paper/Improving-Neural-Language-Models-with-a-Continuous-Grave-Joulin/2d7782c225e0fc123d6e227f2cb253e58279ac73'],"[{'Citations': 210, 'Highly Influential Citations': '37', 'Background Citations': '103', 'Methods Citations': '77', 'Results Citations': '15'}]"
Lossy Image Compression with Compressive Autoencoders,['https://www.semanticscholar.org/paper/Lossy-Image-Compression-with-Compressive-Theis-Shi/977560251c2bd4c28a6c7c707c29f4091c5e6247'],"[{'Citations': 489, 'Highly Influential Citations': '77', 'Background Citations': '236', 'Methods Citations': '214', 'Results Citations': '17'}]"
Temporal Ensembling for Semi-Supervised Learning,['https://www.semanticscholar.org/paper/Temporal-Ensembling-for-Semi-Supervised-Learning-Laine-Aila/d2e4587744a89bad95fea69e08842cad6c8ff0dd'],"[{'Citations': 786, 'Highly Influential Citations': '152', 'Background Citations': '375', 'Methods Citations': '363', 'Results Citations': '26'}]"
Towards a Neural Statistician,['https://www.semanticscholar.org/paper/Towards-a-Neural-Statistician-Edwards-Storkey/405c31c85a324942811f3c9dc53ce3528f9284df'],"[{'Citations': 274, 'Highly Influential Citations': '32', 'Background Citations': '124', 'Methods Citations': '110', 'Results Citations': '8'}]"
Faster CNNs with Direct Sparse Convolutions and Guided Pruning,['https://www.semanticscholar.org/paper/Faster-CNNs-with-Direct-Sparse-Convolutions-and-Park-Li/fe9bc9944984cbc6f9f12e99c1065a47d662e24c'],"[{'Citations': 118, 'Highly Influential Citations': '18', 'Background Citations': '74', 'Methods Citations': '38', 'Results Citations': '1'}]"
Boosted Generative Models,['https://www.semanticscholar.org/paper/Boosted-Generative-Models-Grover-Ermon/1aba2eeb13751b35ee85143a91ec3ea7a2bb26b9'],"[{'Citations': 29, 'Highly Influential Citations': '6', 'Background Citations': '12', 'Methods Citations': '13', 'Results Citations': '2'}]"
Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,['https://www.semanticscholar.org/paper/Deep-Predictive-Coding-Networks-for-Video-and-Lotter-Kreiman/ad367b44f3434b9ba6b46b41ab083210f6827a9f'],"[{'Citations': 578, 'Highly Influential Citations': '89', 'Background Citations': '318', 'Methods Citations': '197', 'Results Citations': '15'}]"
 Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer,['https://www.semanticscholar.org/paper/Outrageously-Large-Neural-Networks%3A-The-Layer-Shazeer-Mirhoseini/510e26733aaff585d65701b9f1be7ca9d5afc586'],"[{'Citations': 649, 'Highly Influential Citations': '48', 'Background Citations': '353', 'Methods Citations': '178', 'Results Citations': '17'}]"
Recurrent Batch Normalization,['https://www.semanticscholar.org/paper/Recurrent-Batch-Normalization-Cooijmans-Ballas/952454718139dba3aafc6b3b67c4f514ac3964af'],"[{'Citations': 321, 'Highly Influential Citations': '38', 'Background Citations': '134', 'Methods Citations': '126', 'Results Citations': '17'}]"
Inductive Bias of Deep Convolutional Networks through Pooling Geometry,['https://www.semanticscholar.org/paper/Inductive-Bias-of-Deep-Convolutional-Networks-Cohen-Shashua/989e261e232c51cc48aa07064c573316f9f818c3'],"[{'Citations': 73, 'Highly Influential Citations': '3', 'Background Citations': '45', 'Methods Citations': '10', 'Results Citations': '4'}]"
Incremental Network Quantization: Towards Lossless CNNs with Low-precision Weights,['https://www.semanticscholar.org/paper/Incremental-Network-Quantization%3A-Towards-Lossless-Zhou-Yao/407ead18083e68626e82e07db1a9289ff0b7e862'],"[{'Citations': 641, 'Highly Influential Citations': '73', 'Background Citations': '290', 'Methods Citations': '267', 'Results Citations': '9'}]"
DSD: Dense-Sparse-Dense Training for Deep Neural Networks,['https://www.semanticscholar.org/paper/DSD%3A-Dense-Sparse-Dense-Training-for-Deep-Neural-Han-Pool/950619635df80e87c6f25b486cc5eaad4d71d0b0'],"[{'Citations': 112, 'Highly Influential Citations': '17', 'Background Citations': '45', 'Methods Citations': '43', 'Results Citations': '4'}]"
Efficient Representation of Low-Dimensional Manifolds using Deep Networks,['https://www.semanticscholar.org/paper/Efficient-Representation-of-Low-Dimensional-using-Basri-Jacobs/ed9acc61319c2aad04ce25c3bc348b955296bed3'],"[{'Citations': 30, 'Highly Influential Citations': '1', 'Background Citations': '18', 'Methods Citations': '4'}]"
Training deep neural-networks using a noise adaptation layer,['https://www.semanticscholar.org/paper/Training-deep-neural-networks-using-a-noise-layer-Goldberger-Ben-Reuven/bc550ee45f4194f86c52152c10d302965c3563ca'],"[{'Citations': 313, 'Highly Influential Citations': '31', 'Background Citations': '136', 'Methods Citations': '129', 'Results Citations': '6'}]"
SampleRNN: An Unconditional End-to-End Neural Audio Generation Model,['https://www.semanticscholar.org/paper/SampleRNN%3A-An-Unconditional-End-to-End-Neural-Audio-Mehri-Kumar/e221e2c2ca8bd74a7b818406c8a2a342760e7d65'],"[{'Citations': 379, 'Highly Influential Citations': '69', 'Background Citations': '159', 'Methods Citations': '165', 'Results Citations': '7'}]"
FractalNet: Ultra-Deep Neural Networks without Residuals,['https://www.semanticscholar.org/paper/FractalNet%3A-Ultra-Deep-Neural-Networks-without-Larsson-Maire/d0156126edbfc524c8d108bdc0cf811cfe3129aa'],"[{'Citations': 547, 'Highly Influential Citations': '69', 'Background Citations': '225', 'Methods Citations': '169', 'Results Citations': '11'}]"
Towards the Limit of Network Quantization,['https://www.semanticscholar.org/paper/Towards-the-Limit-of-Network-Quantization-Choi-El-Khamy/6d749712ef4f02a87f4e362058469a1da46c8bcc'],"[{'Citations': 104, 'Highly Influential Citations': '14', 'Background Citations': '53', 'Methods Citations': '52', 'Results Citations': '6'}]"
Understanding deep learning requires rethinking generalization,['https://www.semanticscholar.org/paper/Understanding-deep-learning-requires-rethinking-Zhang-Bengio/54ddb00fa691728944fd8becea90a373d21597cf'],"[{'Citations': 2930, 'Highly Influential Citations': '262', 'Background Citations,': '1989', 'Methods Citations': '364', 'Results Citations': '106'}]"
Optimal Binary Autoencoding with Pairwise Correlations,['https://www.semanticscholar.org/paper/Optimal-Binary-Autoencoding-with-Pairwise-Balsubramani/6a65cd0e80a7b96fd861186f73fc04fc975213e0'],[{'Citations': 0}]
Metacontrol for Adaptive Imagination-Based Optimization,['https://www.semanticscholar.org/paper/Metacontrol-for-Adaptive-Imagination-Based-Hamrick-Ballard/099cdb087f240352a02286bf9a3e7810c7ebb02b'],"[{'Citations': 62, 'Background Citations': '30', 'Methods Citations': '18'}]"
Sparsely-Connected Neural Networks: Towards Efficient VLSI Implementation of Deep Neural Networks,['https://www.semanticscholar.org/paper/Sparsely-Connected-Neural-Networks%3A-Towards-VLSI-of-Ardakani-Condo/138ea97004fe7586977b4eb72835df615319c2df'],"[{'Citations': 25, 'Background Citations': '11', 'Methods Citations': '8', 'Results Citations': '1'}]"
Calibrating Energy-based Generative Adversarial Networks,['https://www.semanticscholar.org/paper/Calibrating-Energy-based-Generative-Adversarial-Dai-Almahairi/0496691c6d54fd746c111d1004349acf7654145e'],"[{'Citations': 86, 'Highly Influential Citations': '7', 'Background Citations': '31', 'Methods Citations': '24'}]"
Designing Neural Network Architectures using Reinforcement Learning,['https://www.semanticscholar.org/paper/Designing-Neural-Network-Architectures-using-Baker-Gupta/6cd5dfccd9f52538b19a415e00031d0ee4e5b181'],"[{'Citations': 870, 'Highly Influential Citations': '98', 'Background Citations': '373', 'Methods Citations': '365', 'Results Citations': '9'}]"
Categorical Reparameterization with Gumbel-Softmax,['https://www.semanticscholar.org/paper/Categorical-Reparameterization-with-Gumbel-Softmax-Jang-Gu/29e944711a354c396fad71936f536e83025b6ce0'],"[{'Citations': 2041, 'Highly Influential Citations': '359', 'Background Citations': '548', 'Methods Citations,': '1413', 'Results Citations': '17'}]"
