year,institution,csranking,ranking
2021,BITS Pilani,453,-1
2021,Indian Institute of Management Bangalore,-1,-1
2021,"Institute of Information Engineering, CAS",-1,-1
2021,ByteDance AI-Lab,-1,-1
2021,Orange Labs,-1,-1
2021,Bosch Center Artificial Intelligence,-1,-1
2021,Télécom ParisTech,-1,209
2021,"Indian Institute of Science, Dhirubhai Ambani Institute Of Information and Communication Technology",-1,323
2021,Yonsei Univ.,-1,-1
2021,University of Illinois  Urbana-Champaign,-1,48
2021,The Hong Kong Polytechnic University,128,129
2021,Huawei Noah's Ark Lab,-1,-1
2021,King's College London,174,35
2021,Toyota Technological Institute at Chicago,-1,-1
2021,Electronic and Engineering,-1,-1
2021,Ecole normale supérieure,-1,-1
2021,TalTech,-1,-1
2021,Higher School of Economics,-1,-1
2021,"Huazhong University of Science and Technology, Tsinghua University",4,20
2021,Singapore Institute of Technology,-1,-1
2021,St. Petersburg State University,-1,-1
2021,"National Institute of Information and Communications Technology (NICT), National Institute of Advanced Industrial Science and Technology",-1,-1
2021,Israel Institute of Technology,-1,408
2021,"IBM, International Business Machines",-1,-1
2021,inria,-1,-1
2021,Hangzhou Dianzi University,-1,-1
2021,Apple,-1,-1
2021,Hong Kong University of Science and Technology,-1,56
2021,J.P. Morgan Chase,-1,-1
2021,Faculty of Mathematics  University of Belgrade,-1,753
2021,NEC,-1,440
2021,"Department of Computer and Information Science, School of Engineering and Applied Science",-1,-1
2021,International Business Machines,-1,-1
2021,kyunghee univ,-1,-1
2021,National Institute of Mental Health,-1,-1
2021,University of Edinburgh,29,30
2021,Hisilicon,-1,-1
2021,TU Munich,58,32
2021,"Noah's Ark Lab, Huawei Technologies Ltd.",-1,-1
2021,Pennsylvania State University,44,-1
2021,"Computer Science Departmen, Technion-Israel Institute of Technology",29,-1
2021,Politecnico di Milano,150,370
2021,State University of New York  Binghamton,-1,-1
2021,National Institute of Technology Karnataka,-1,-1
2021,"Preferred Networks, Inc.",-1,-1
2021,Uppsala University,174,111
2021,SenseTime Group,-1,-1
2021,Didi Research,-1,-1
2021,University of Oxford,46,1
2021,"Tel Aviv University, Technion",29,190
2021,Asurion,-1,-1
2021,Queens University,263,273
2021,Brigham Young University,263,-1
2021,Mohamed Bin Zayed University of Artificial Intelligence,-1,874
2021,"LIRIS, CNRS",-1,-1
2021,University of Belgrade,-1,753
2021,University of Ottawa,263,145
2021,Zalando SE,-1,-1
2021,BCAI,209,-1
2021,I2R  A*STAR,-1,-1
2021,Horizon Robotics,-1,-1
2021,Yale University,71,8
2021,University of Washington,11,29
2021,Indian Institute of  Technology (IIT) Delhi,-1,-1
2021,Reconstruct,-1,-1
2021,Amazon Berlin,-1,-1
2021,Toyota Technnological Institute,-1,-1
2021,Fondation Human Technopole,-1,-1
2021,Vrije Universiteit Brussel,-1,260
2021,Swiss Federal Institute of Technology (ETH Zurich),9,14
2021,Department of Electronic and Electrical Engineering,-1,-1
2021,"IIT Kanpur, Dhirubhai Ambani Institute Of Information and Communication Technology",128,-1
2021,Ben-Gurion University of the Negev,209,-1
2021,Auckland University of Technology,-1,254
2021,Swansea University,-1,287
2021,IDKT-RDI QF,-1,-1
2021,Alfréd Rényi Institute of Mathematics,-1,-1
2021,Indian Institute of Technology Guwahati,-1,-1
2021,ASAPP Inc.,-1,-1
2021,Graphcore,-1,-1
2021,"Soochow University, China",-1,553
2021,"University of Illinois, Urbana Champaign",-1,-1
2021,Leibniz Universität Hannover,-1,515
2021,Shandong University,150,627
2021,City University of Hong Kong,128,126
2021,Flatiron Institute - Simons Foundation,-1,-1
2021,Friedrich-Alexander-Universität Erlangen-Nürnberg,-1,-1
2021,Free University Berlin,-1,-1
2021,Waymo,-1,-1
2021,"MILA, University of Montreal",128,73
2021,Southern University of Science and Technology,-1,252
2021,"Paul G. Allen School of Computer Science & Engineering, University of Washington",11,29
2021,Merck & C,-1,-1
2021,"Computer Science Lab  - Pierre and Marie Curie University, Paris, France",-1,-1
2021,Amazon Development Center Germany,-1,-1
2021,George Mason University,85,267
2021,University College London,53,-1
2021,Radboud University Nijmegen,209,136
2021,VUNO inc.,-1,-1
2021,University of Haifa,209,644
2021,National research institute in digital sciences and technologies,-1,-1
2021,"Hebrew University of Jerusalem, Technion",29,235
2021,"University of California, Berkeley",-1,7
2021,"Research, Google",-1,-1
2021,Shenyang Aerospace University,-1,-1
2021,University of Cambridge,79,6
2021,University of Granada,-1,681
2021,Northwestern University,46,24
2021,Ecole Polytechnique de Montreal,-1,-1
2021,"Graduate School of Medicine, The University of Tokyo",71,36
2021,Université Clermont Auvergne,-1,-1
2021,Hugging Face,-1,-1
2021,Institut de Robòtica i Informàtica Industrial,-1,-1
2021,LMU Munich,150,32
2021,Helmholtz AI,-1,-1
2021,"Southeast University,",-1,509
2021,MLIA,-1,-1
2021,UT Austin,-1,-1
2021,"ISIR, UMR 7222",-1,-1
2021,University of Tuebingen,128,78
2021,Samsung Research America AI center,-1,-1
2021,ETH Zurich,9,14
2021,"CNRS, Université Paris-Saclay",-1,-1
2021,Fordham University,-1,-1
2021,√ânergie Mat√©riaux T√©l√©communications Research Centre,-1,-1
2021,Samsung AI Center Cambridge,-1,-1
2021,Osaka University,150,350
2021,"College of Computing, Georgia Institute of Technology",12,38
2021,Bosch Center for Artificial Intelligence,-1,-1
2021,AIST,15,96
2021,University of Michigan Ann Arbor,7,22
2021,Amazon Web Services,-1,-1
2021,IGN,453,48
2021,Warsaw University of Technology,-1,1194
2021,Institute of automation  Chinese academy of sciences,-1,-1
2021,Tulane University,209,302
2021,lastminute.com group,-1,-1
2021,Automunge Inc.,-1,-1
2021,"Beihang University, Tsinghua University",4,20
2021,School of Computer Science  Carnegie Mellon University,1,28
2021,Tencent Youtu Lab,-1,-1
2021,Em-Data Technology,-1,-1
2021,Amazon Alexa AI,-1,-1
2021,SenseTime Group Limited,-1,-1
2021,ETH Zurich Switzerland,9,14
2021,"Max-Planck-Institute for Intelligent Systems, Max-Planck Institute",-1,-1
2021,CUNY City College,263,-1
2021,Perm National Research Polytechnic University,-1,1447
2021,Pengcheng Lab,-1,-1
2021,"University of Electronic Science and Technology of China, Tsinghua University",4,20
2021,"Institute for Machine Learning, Johannes Kepler University Linz",-1,-1
2021,Data for Progress,-1,-1
2021,Udacity,-1,-1
2021,Squirrel AI Learning,-1,-1
2021,Emory University,174,85
2021,"School of Computer and Communication Sciences, Swiss Federal Institute of Technology Lausanne",-1,-1
2021,TomTom,-1,-1
2021,"College of Information and Computer Sciences, University of Massachusetts, Amherst",-1,210
2021,Twitter,-1,-1
2021,Sungkyunkwan University,-1,100
2021,Shanghai Jiao Tong University,29,100
2021,Queen Mary University London,-1,-1
2021,"Bar Ilan University, Technion",29,-1
2021,Shandong University of Science and Technology,150,627
2021,Univ of Edinburgh,-1,-1
2021,Kiel University,263,538
2021,Imperial College London,53,11
2021,LIRIS  CNRS,-1,-1
2021,Siemens AG,-1,-1
2021,Arm,-1,302
2021,Kyung Hee University,453,265
2021,KC Machine Learning Lab,-1,-1
2021,Cornell University,7,19
2021,Institut für Informatik,-1,-1
2021,"Robert Bosch GmbH, Bosch",-1,-1
2021,Erasmus University Rotterdam,-1,72
2021,DeePathology,-1,-1
2021,German Cancer Research Center (DKFZ),-1,-1
2021,"NYU, New York University",23,26
2021,Deep Mind,-1,-1
2021,Intel Labs China,-1,-1
2021,"University of Texas, San Antonio",-1,-1
2021,Simula UiB,453,-1
2021,"Electrical Engineering & Computer Science, Massachusetts Institute of Technology",5,4
2021,University of Delaware,209,312
2021,Qatar Computing Research Institute,209,-1
2021,Universidad Carlos III de Madrid,-1,-1
2021,UTHealth,-1,-1
2021,Arm Inc,-1,-1
2021,"Columbia University, Columbia University",23,17
2021,Swiss Federal Institute of Technology Lausanne,-1,-1
2021,"Institute of automation, Chinese academy of sciences",-1,-1
2021,InstaDeep,-1,-1
2021,"University Of Geneva, Switzerland",-1,149
2021,Ewha Womans University,-1,677
2021,Department of computer science and informational engineering  National Taiwan University,99,-1
2021,ping an property & casualty insurance,-1,-1
2021,Qualcomm Inc  QualComm,-1,-1
2021,Facebook,-1,-1
2021,A*STAR,-1,-1
2021,Missouri University of Science and Technology,-1,440
2021,"South China University of Technology, Tsinghua University",4,20
2021,"Department of Electronic Systems, Aalborg University",209,218
2021,Intento,-1,-1
2021,"Indian Institute of Technology, Hyderabad",-1,693
2021,TU Kaiserslautern,174,-1
2021,American Family Insurance,-1,-1
2021,National and Kapodistrian University of Athens,327,488
2021,Sony Corporation,-1,-1
2021,Heidelberg University(STRUCTURES),209,42
2021,The Chinese University of Hong Kong(Shenzhen),46,39
2021,Institute of Automation   Chinese Academy of Sciences,34,-1
2021,NVIDIA,-1,-1
2021,University of Iowa,174,245
2021,USC/ISI,-1,-1
2021,"Tübingen AI Center, University of Tübingen",128,78
2021,Shanghaitech University,327,-1
2021,Syracuse University,209,346
2021,Kyushu University,-1,452
2021,Eindhoven University of Technology,-1,186
2021,Simons Foundation,-1,-1
2021,"Weixin Group, Tencent",-1,-1
2021,Indian Institute of Technology (ISM) Dhanbad,-1,-1
2021,Mathematical Modeling for Biological Systems,-1,-1
2021,Microsoft,-1,-1
2021,University of Mannheim,263,140
2021,Technische Universität Kaiserslautern,-1,-1
2021,Preferred Networks  Inc.,-1,-1
2021,Alibaba,-1,-1
2021,"The Chinese University of Hong Kong, Shenzhen",46,39
2021,University of Science and Technology of China  Tsinghua University,4,20
2021,Virginia Tech,64,-1
2021,Huawei Technologies Ltd.,-1,-1
2021,"University of Illinois, Urbana-Champaign",-1,-1
2021,School of Mathematical Sciences,-1,-1
2021,University of Illinois at Chicago,53,276
2021,"the Institute of Artificial Intelligence, Shanghai Em-Data Technology Co., Ltd.",-1,-1
2021,PAII Inc.,-1,-1
2021,TU Dortmund,263,404
2021,"Institute of Automation, Chinese Academy of Sciences",34,-1
2021,RISE Research Institutes of Sweden,-1,-1
2021,Institute of Science and Technology Austria,-1,-1
2021,Xiamen University,-1,527
2021,"MERCK & CO., INC.",-1,-1
2021,Duke University,46,20
2021,Utrecht University,209,75
2021,Institute of Control Sciences of the Russian Academy of Sciences,-1,-1
2021,Truera,-1,-1
2021,"School of Computer Science, Carnegie Mellon University",1,28
2021,MEGVII Technology,-1,-1
2021,University of Ljubljana,-1,808
2021,University of Florida,150,152
2021,JD.COM Silicon Valley Research Center,-1,-1
2021,Harvard,53,3
2021,Weizmann Institute of Science,110,-1
2021,Bilkent University,327,636
2021,Facebook AI,-1,-1
2021,Department of Computer Science  University of Toronto,18,18
2021,University of Manchester,263,51
2021,Uber,-1,1302
2021,The Lawrenceville School,-1,-1
2021,Shanghai Jiaotong University,29,100
2021,LG AI Research,-1,-1
2021,"Heidelberg University, Germany",209,42
2021,Michigan Technological University,327,-1
2021,International Institute of Information Technology Hyderabad,-1,-1
2021,Justus Liebig University Giessen,-1,419
2021,RWTH Aachen University,128,107
2021,Queensland University of Technology,-1,185
2021,Max Planck Institute for Intelligent Systems,-1,-1
2021,"Concordia University, Montreal",327,631
2021,"University of California, San Diego, University of California, San Diego",-1,33
2021,"University of Munich, Institut für Physik",-1,-1
2021,NEC Laboratories America  Inc.,-1,-1
2021,Chubu University,-1,1401
2021,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Science",-1,-1
2021,University of Porto,-1,452
2021,National Institute of Information and Communications Technology (NICT),-1,-1
2021,ITMO University,-1,534
2021,University of Georgia,263,411
2021,Honda Research Institute US,-1,-1
2021,IBM Corporation,-1,-1
2021,Tencent,-1,-1
2021,Pontificia Universidad Catolica de Chile,-1,-1
2021,Sandia National Laboratories,-1,-1
2021,"Islamic University, Bangladesh",-1,-1
2021,IIS/Academia Sinica,-1,-1
2021,"Department of Computer Science, University of Pittsburgh",79,-1
2021,D-Market Elektronik Hizmetler ve Tic. A.Ş.(Hepsiburada.com),-1,-1
2021,NEC Corporation,-1,-1
2021,"Indian Institute of Technology Jodhpur, India",-1,-1
2021,Rutgers University New Brunswick,29,-1
2021,Warsaw School of Technology,-1,-1
2021,", Rice University",92,124
2021,Texas A&M University-Commerce,46,195
2021,Bosch center for artificial intelligence,-1,-1
2021,University of Rochester,110,147
2021,Sichuan University,-1,672
2021,Singapore University of Technology and Design,-1,-1
2021,Amazon AI Research Lab,-1,-1
2021,Eurecom,-1,-1
2021,Texas A&M,46,195
2021,Jagiellonian University,-1,596
2021,Huazhong University of Sceince and Technology,-1,312
2021,University of Kentucky,209,499
2021,Adobe,-1,-1
2021,University of California-Los Angeles,-1,15
2021,Ruhr-Universtät Bochum,-1,-1
2021,", University of Alberta",110,131
2021,Institute of Marine Research  University of Bergen,263,219
2021,"Department of Computer Science, University of Texas, Austin",-1,-1
2021,NEC Labs,-1,-1
2021,"Kyushu Institute of Technology, Japan",-1,-1
2021,University of Oregon,209,346
2021,University of Adelaide,110,118
2021,SUN YAT-SEN UNIVERSITY,-1,293
2021,SenseTime,-1,-1
2021,Univ. of California - Berkeley,10,-1
2021,University of Hong Kong,99,39
2021,University of Stuttgart,110,354
2021,"Computer Science Department, University of Texas, Austin",-1,-1
2021,University of Utah,58,239
2021,Uber AI Labs,-1,-1
2021,Rutgers University,29,-1
2021,Kyungpook National University,327,842
2021,University of New South Wales,-1,-1
2021,"Southwest University, China",-1,-1
2021,ENS Paris-Saclay,-1,-1
2021,The Swiss AI Lab - IDSIA,-1,-1
2021,Institute for Interdisciplinary Information Sciences  Tsinghua University,4,20
2021,Inception Institute of Artificial Intelligence,-1,-1
2021,Unito,-1,-1
2021,"WeBank Co., Ltd.",-1,-1
2021,Point72,-1,-1
2021,Xi'an Jiao-Tong Liverpool University,-1,-1
2021,University of Nottingham,209,158
2021,Xi'an jiaotong university,-1,445
2021,"Indian Institute of Technology Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology",-1,-1
2021,Bytedance AI Lab,-1,-1
2021,VinAI Research,-1,-1
2021,KAIST,15,96
2021,University of Applied Sciences Fulda,-1,-1
2021,Palo Alto Networks,-1,-1
2021,Samsung Advanced Institute of Technololgy,-1,-1
2021,Idiap Research Institute & EPFL,23,-1
2021,Sorbonne University,-1,87
2021,Xi'an Jiaotong University,-1,445
2021,Lund University / Lund Institute of Technology,453,103
2021,Heriot-Watt University,209,375
2021,The University of Adelaide,110,118
2021,George Washington University,209,186
2021,Sensetime Research,-1,-1
2021,Idiap Research Institute,-1,-1
2021,"Tsinghua University, Center for Brain Inspired Computing Research (CBICR)",4,20
2021,Waseda University,327,867
2021,University of North Carolina,64,56
2021,Tencent AI Lab,-1,-1
2021,"KAIST, Korea Advanced Institute of Science and Technology",15,-1
2021,University of Torino,18,18
2021,Salesforce Research,-1,-1
2021,Perferred Networks,-1,-1
2021,Saarland University,92,-1
2021,University of Illinois - Urbana Champaign,-1,-1
2021,"Technion, Technion",29,-1
2021,"Tsinghua University, Tsinghua University",4,20
2021,Xi‘an University of Technology,-1,-1
2021,National Advanced School of Engineering Yaounde,-1,-1
2021,University of Massachusetts Amherst,23,210
2021,University of Notre Dame,128,170
2021,"The Chinese University of HongKong, shenzhen",-1,-1
2021,NNAISENSE,-1,-1
2021,"State University of New York, Binghamton",-1,-1
2021,IDC,453,771
2021,Apple Inc,-1,-1
2021,"National Institute of Technology, Trichy",-1,-1
2021,University of California  San Diego,-1,33
2021,OpenAI,-1,-1
2021,Aalto University,128,220
2021,The Institute of Statistical Mathematics,-1,-1
2021,"Department of Computer Science, University of Maryland, College Park",-1,90
2021,Pontificia Universidad Católica,-1,-1
2021,IMT Atlantique,-1,358
2021,Salesforce Research Asia,-1,-1
2021,Pengcheng Laboratory,-1,-1
2021,National Institute of Informatics,-1,-1
2021,JD company,-1,-1
2021,Pohang University of Science and Technology,-1,151
2021,HKUST,37,-1
2021,"Indiana University, School of Medicine",64,140
2021,Max Planck for Physics,-1,-1
2021,Mohamed bin Zayed University of Artificial Intelligence,-1,874
2021,UPSud/INRIA University Paris-Saclay,-1,-1
2021,"University of Toronto, Toronto University",18,18
2021,"IIIS, Tsinghua University",4,20
2021,Harbin Institute of Technology,150,416
2021,Sorbonne Université,-1,87
2021,Helmholtz-Zentrum Geesthacht,-1,-1
2021,Vacaville Christian Schools,-1,-1
2021,Ludwig Maximilian University of Munich,-1,-1
2021,University of Copenhagen,92,84
2021,University of South Carolina-Columbia,209,424
2021,Allen Institute for AI,-1,-1
2021,Conservatoire National des Arts et Métiers,-1,-1
2021,Kakao Brain,-1,-1
2021,Indiana University/Purdue University at Indianapolis,23,140
2021,"Bielefeld University, CITEC",327,158
2021,University of Texas at Austin,20,43
2021,University of Innsbruck,-1,398
2021,"CISPA, saarland university, saarland informatics campus",-1,-1
2021,"PCG, Tencent",-1,-1
2021,Telecom SudParis,-1,551
2021,HKBU,-1,-1
2021,Zebra Technologies,-1,-1
2021,"University of California, Irvine",-1,98
2021,Karolinska Institute Stockholm,-1,36
2021,Northwestern Polytechnical University,-1,538
2021,UC Santa Barbara,-1,-1
2021,Sri Sathya Sai Institute of Higher Learning,-1,-1
2021,"Indian Institute of Technology Delhi, Dhirubhai Ambani Institute Of Information and Communication Technology",-1,-1
2021,Princeton University,29,9
2021,Rochester Institute of Technology,110,891
2021,University of Freiburg,150,83
2021,University of Auckland,263,147
2021,University of Texas  Austin,20,43
2021,CNRS university Toulon,-1,-1
2021,University of Goettingen,327,130
2021,Beijing jiaotong university,-1,978
2021,University of Milan-Bicocca,-1,396
2021,Indian Institute of Technology Hyderabad,-1,693
2021,HCL America,-1,-1
2021,Dublin City University,-1,560
2021,Max Planck Institute,-1,-1
2021,University of Osnabrück,327,-1
2021,University of Moratuwa,-1,-1
2021,Qualcomm AI Research,-1,-1
2021,University of Southampton,209,127
2021,University of Amsterdam,128,66
2021,Computer Laboratory,-1,-1
2021,Bar Ilan University,110,570
2021,Universitat de Barcelona,-1,-1
2021,Aalborg University,209,218
2021,Fujitsu Limited,-1,-1
2021,"LPSM, Université de Paris",-1,136
2021,University of California-San Francisco,-1,-1
2021,China Mobile research institute,-1,-1
2021,Mila Quebec AI Institute,-1,-1
2021,"AI Lab, Tencent",-1,-1
2021,Dalle Molle Institute for Artificial Intelligence Research,-1,-1
2021,University of Pisa,263,440
2021,Shanghai University of Finance and Economics,-1,818
2021,University of Connecticut,174,440
2021,Deepmind,-1,-1
2021,National Taiwan Normal Unversity,-1,602
2021,Justus Liebig Universit√§t,-1,-1
2021,Bosch Center for AI,-1,-1
2021,Carleton University,209,588
2021,Tencent YouTu Lab,-1,-1
2021,Wayne State University,209,377
2021,Montreal Institute for Learning Algorithms,-1,-1
2021,Chair of Information-oriented Control,-1,-1
2021,SalesForce Research,-1,-1
2021,Noah‚Äôs Ark Lab  Huawei Technologies,-1,-1
2021,Hitachi Ltd. R&D group,-1,-1
2021,Sony,-1,-1
2021,Carnegie Mellon University,1,28
2021,INP Grenoble,-1,-1
2021,University of Nebraska-Lincoln,209,488
2021,Independent Researcher,-1,-1
2021,IIT Gandhinagar,327,-1
2021,Linköping University,-1,410
2021,University of Pittsburgh,79,133
2021,"Tianjin University, Tianjin, China",-1,496
2021,INSA de Lyon,-1,-1
2021,"Department of Electrical Engineering, KU Leuven, Belgium, KU Leuven",150,45
2021,VinAI Research Viet Nam,-1,-1
2021,eim,263,140
2021,Institute of Information Engineering  Chinese Academy of Sciences,34,-1
2021,Eberhard-Karls-Universität Tübingen,-1,-1
2021,Chung-Ang University,-1,618
2021,Universidade Federal de Minas Gerais,-1,-1
2021,Ulm University,-1,140
2021,"LIP6, CNRS, Sorbonne Université",-1,-1
2021,Faculty,-1,-1
2021,Trustees of Boston University,79,54
2021,antgroup,-1,-1
2021,Ecole polytechnique,-1,89
2021,The University of Tokyo,71,36
2021,Hong Kong Baptist University,209,377
2021,U Oxford,-1,-1
2021,Verifone,-1,-1
2021,SUNY at Stony Brook,-1,-1
2021,"university  of tianjin of china, Tsinghua University",4,20
2021,Vanderbilt University Medical Center,263,111
2021,Vanderbilt University,263,111
2021,Google/DeepMind,-1,-1
2021,"Department of Computer Science, Swiss Federal Institute of Technology",-1,-1
2021,"University of California, Davis",-1,64
2021,Google Brain Robotics & Columbia University,23,17
2021,University of Colorado at Boulder,-1,-1
2021,Apple AI/ML,-1,-1
2021,Ecoles des Mines,-1,-1
2021,International Research Europe,-1,-1
2021,University of Groningen,327,81
2021,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences",34,-1
2021,MILA/McGill University,99,40
2021,"Institute of Computing Technology, Chinese Academy of Sciences",34,-1
2021,Alibaba Group,-1,-1
2021,CNRS/LIP6,-1,-1
2021,Hedge fund,-1,-1
2021,Huawei Noah‘s Ark Lab,-1,-1
2021,Tencent Applied Research Center,-1,-1
2021,"Tohoku University, Japan",-1,213
2021,University of Colorado Boulder,64,131
2021,"WeBank Co., Ltd. AI Department",-1,-1
2021,"National University of Defense Technology, Tsinghua University",4,20
2021,Deep Render,-1,-1
2021,"University of Massachusetts, Amherst",23,210
2021,Zebra technologies,-1,-1
2021,Mines Saint-Etiennes,-1,-1
2021,CUNY Graduate Center,263,-1
2021,Gatsby Computational Neuroscience Unit,-1,-1
2021,University of Louisiana at Lafayette,327,-1
2021,School of Computer Science,-1,-1
2021,City University of New York,-1,-1
2021,Sensetime International PTE LTD,-1,-1
2021,"University of Geneva, Switzerland",-1,149
2021,Mitsubishi Electric Research Labs,-1,-1
2021,Tohoku University,-1,213
2021,Khajeh Nasir Toosi University of Technology,-1,-1
2021,Chinese Academy of Sciences,34,-1
2021,"Paul G. Allen School of Computer Science and Engineering, University of Washington",11,29
2021,Universität Freiburg,-1,-1
2021,VW Group,-1,-1
2021,"College of Information and Computer Science, University of Massachusetts, Amherst",-1,210
2021,École de technologie supérieure,-1,-1
2021,EPFL,23,-1
2021,Friedrich-Alexander Universität Erlangen-Nürnberg,-1,-1
2021,UC Davis,-1,-1
2021,Oulu University,-1,140
2021,Hebrew University of Jerusalem  Technion,29,235
2021,IIT Kharagpur,174,-1
2021,INRIA Grenoble,-1,-1
2021,"Weill Cornell Medicine, Cornell University",7,19
2021,"Université Saint-Etienne, Laboratoire Hubert Curien",-1,-1
2021,Dalian University of Technology,-1,694
2021,Pingan Technology,-1,-1
2021,Rensselaer Polytechnic Institute,263,527
2021,University of Montreal,128,73
2021,University of New Mexico,327,268
2021,Salesforce,-1,-1
2021,University Ca' Foscari of Venice,-1,-1
2021,Amplitude,-1,-1
2021,"University of Wisconsin, Madison",18,49
2021, Beijing University of Posts and Telecommunications,-1,-1
2021,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences",34,-1
2021,Intel AI Lab,-1,-1
2021,Polytechnique Montreal,327,-1
2021,California Institute of Technology,150,4
2021,Kaspersky,-1,-1
